study_hours_per_day,attendance,assignments_completed,midterm_score,previous_sgpa,daily_screen_time,social_media_usage,class_participation,sleep_hours,stress_level,physical_activity,internet_quality,study_environment,fatigue_score,gender,sgpa
8.8, 53.3 %,2,60.15,6.18,1.54,2.27,1,7.45,,2.39,4,4,1.96,Male,
9.22,77,4,50.92,,2.12,2.61,1,8.15,low,6.75,2,2,4.24,Female,
5.6,80,9,59.44,5.76,6.86,2.45,2,,Low,0.95,4,1,1.62,Male,4.86
5.51,83,4,42.96,8.33,3.92,4.15,6,6.21,3,3.9,,4,7.66,F,4
8.18,63,,97.03,6.33,6.58,4.79,8,4.81,4,2.47,1,3,4.76,male,
6.85,68,2,74.87,6.78,4.72,1.97,3,7.05,high,6.99,,3,3.11,Male,4.89
7.32, 92.2 %,2,88.89,9.7,4.36,2.64,6,7.93,5,2,1,4,5.66,M,6.21
8.16,59.7%,0,65.39,6.2,6.65,3.68,8,7.33,medium,0.33,4,4,1.38,male,4.05
9.01, 91.3 %,6,94.2,5.48,3.96,4.53,9,5.59,Low,4.92,4,3,3.32,Female,6.44
12.1199525091959, 78.1 %,0,69,5.35,6.61,2.72,8,1.84072383500584,5,2.29,5,2,2.58,Female,4.29
4.38, 88.1 %,6,74.44,7.52,1.7,0.99,7,7.97,3,4.6,5,,9.38,,4
1.85,85.7%,3,69.51,8.21,5.45,2.16,4,5.62,low,0.73,1,3,4.39,Female,4
6.2,60.4%,8,84,6.64,5.92,2.98,3,4.11,low,3.66,5,5,6.26,female,4.17
1.32,78,6,74,,7.29,2.38,7,6.86,1,2.63,3,4,5.53,male,
5.19, 93.4 %,4,56.3,5.31,2.57,1.34,1,5.23,4,3.76,5,1,6.93,male,4
5.88,72,6,,9.29,5.23,0.67,7,8.21,HIGH,5.97,5,1,,M,
3.58,,8,76.37,9.08,4.03,3.59,6,4.72,medium,6.81,3,4,2.09,male,4.78
6.32,72.6%,9,69.35,9.93,3.68,4.97,3,6.17,3,5.27,3,3,1.73,M,5.41
1.27,57.1%,5,45.76,9.68,1.75,4.64,3,5.27,3,5.37,2,2,2.74,male,4
1.34,69.5%,0,63.74,,1.94,3.57,2,7.45,HIGH,3.7,4,4,5.35,M,
8.4, 97.6 %,5,70.89,7,6.86,4.29,1,6.74,2,0.68,4,1,,M,5.85
4.24,66,0,89.61,8.73,6.25,1.65,5,7.95,high,4.67,1,2,4.91,female,4.17
2.14,93.4%,3,44.57,5.67,3.68,3.3,7,6.29,Low,1.03,2,5,1.26,Female,4
5.7,94,7,60.91,6.57,6.8,0.77,7,4.02,2,,2,2,6.65,Male,4.35
7.93,67.5%,4,89.36,5.59,1.57,3.68,6,5.08,1,4.95,2,5,8.9,M,5.43
,54,4,78.91,7.27,5.37,4.86,10,9,2,4.6,2,1,1.43,female,
6.61,86,9,57.4,7.76,7.08,4.37,6,6.03,5,2.2,5,5,2.96,F,4.37
1.77,65.6%,10,90.72,6.06,6.87,2.9,7,7.1,HIGH,5.4,2,2,3.86,M,4.08
1.47,89.1%,7,69.6,5.13,3.61,4.05,8,8.52,3,6.58,1,1,3.59,Male,4
5.78,72,7,69.9,8.6,6.22,4.75,5,4.1,3,,4,2,1.36,F,5.01
5.87, 74.3 %,0,,5.1,3.99,,1,7.3,high,4.74,2,4,1.96,F,
6.74,88.9%,4,96.83,,6.88,4.07,7,5.44,5,1.9,4,2,,male,
7.53,69.1%,4,61.51,6.11,4.72,1.71,2,5.4,4,6.8,3,4,7.4,M,4
9.78, 72.2 %,7,,8.32,6.35,4.45,5,5.12,1,1.92,,4,9.63,female,
5.65, 68.8 %,0,59.54,7.17,1.55,0.94,7,,4,6.21,3,5,4.96,F,4.16
3.91,,6,41.83,5.3,5.13,1.3,,5.86,,6.5,2,4,8.91,Female,
8.16,76.3%,,41.25,7.36,4.85,3.74,9,4.34,3,5.04,,5,8.35,male,
3.44,90.4%,8,63.73,7.58,5.27,1.29,5,4.48,4,5.68,5,4,8.87,,4.41
4.95,68.1%,1,96.46,9.27,,1.21,6,4.74,2,3.2,1,,1.35,Male,
1.71,76,2,,8.66,7.43,3,10,8.49,5,6.44,2,5,6.87,male,
1.23,84,3,70.69,5.4,6.5,4.26,6,6.14,high,5.2,2,2,6.1,Female,4
9.66,63,0,73.91,6.05,,1.71,1,8.58,HIGH,2.29,2,5,5.91,female,
8.52,,6,40.36,6.56,6.78,4.29,10,8.09,high,0.24,,1,5.54,female,4.48
7.26,97,9,52.93,5.58,1.85,4.14,7,8.19,HIGH,3.79,1,4,,Female,4.73
4.68,86.2%,2,41.49,7.28,5.36,3.11,10,5.43,1,5.88,1,1,9.71,male,4
2.56,78.9%,2,85.27,9.92,7.18,3.41,7,5.36,medium,6.02,1,3,8.46,M,4
,82,2,,7.57,1.71,0.68,4,6.8,2,5.85,5,1,8.83,Male,
3.25,51.5%,7,92.14,8.71,6.95,2.15,4,6.09,1,1.5,2,1,5.36,Male,4
5.94,81,8,,8.41,6.59,1.69,6,6.55,Low,2.98,3,1,7.22,F,
7.43,75,9,,9.25,4.53,1.18,3,4.27,4,4.3,4,2,4.74,female,
6.94,77,1,49.46,6.08,3.16,2.25,10,8.86,4,4.67,1,,,male,4
3.52,68,9,77.66,8.77,3.84,2.1,6,4.29,1,2.34,1,1,9.06,F,4.43
9.59,54,9,94.05,9.41,7.78,3.78,4,4.89,high,4.85,5,3,9.15,male,6.54
7.64, 59.7 %,0,83.1,5.86,2.41,3.19,,7.39,high,4.14,,3,7.14,F,4.98
5.99, 97.5 %,8,60.91,6.73,5.06,4.61,8,4.78,5,3.97,4,5,8.54,,4.44
6.51, 70.4 %,5,75.24,9.85,1.58,,5,4.53,low,4.64,5,1,4.24,Male,5.79
4.78, 73.3 %,8,,8.9,2.53,0.77,8,4.77,high,4.22,1,5,4.9,F,
3.23, 52.6 %,5,99.95,6.41,6.34,,9,4.31,4,1.17,2,4,8.39,F,4.63
4.2,52,1,84.93,7.82,3.12,0.5,4,5.26,5,6.12,2,3,4.58,Male,4.91
7.82,85.9%,0,76.86,7.02,7.9,4.04,1,5.36,high,1.68,5,,1.36,F,4
1.13,,7,65.4,7.45,4.51,2.78,10,6.49,Low,5.21,4,4,4.18,Male,4
2.04,75,2,77.09,,4.62,2.7,7,6.19,Low,1.24,2,1,4.58,Female,
1.41,62.2%,0,60.5,6.4,1.25,2.13,7,6.37,3,4.63,1,3,2.39,,4
1.37,87.2%,7,,8.37,7.7,2.19,5,7.08,,6.27,,5,4.1,F,
8.7, 58.4 %,0,63.71,8.89,2.22,,5,5.15,2,0.07,4,4,9.41,Female,4.38
7.33, 59.5 %,7,95.83,9.37,4.77,0.57,1,4.67,2,6.86,5,,8.73,F,5.84
5.27, 73.0 %,0,77.58,5.78,3.77,0.88,3,8.39,Low,0.21,3,2,5.01,Female,4
1.88,64.3%,8,45.04,9.11,3.91,2.77,1,7.17,HIGH,0.08,2,3,7.39,M,4.91
5.42, 62.4 %,8,93.1,6.27,5.5,1.18,7,4.3,low,6,1,2,2.37,female,4.25
12.6154073007051,,8,56.13,,5.63,4,5,1.05433545846869,4,4.96,4,5,7.77,Male,
,82.5%,2,54.63,9.51,2.08,,4,7.47,medium,0.74,,5,,M,
4.9,91.2%,3,57.83,7.27,4.5,0.94,7,4.76,high,6.56,,5,,M,4
4.59, 70.9 %,4,74.63,,6.53,1.56,9,8.85,low,4.7,5,3,6.8,M,
6.54,54,5,72.68,5.8,4.1,2.11,,5.83,1,0.78,2,4,3.09,Female,4.35
6.72, 63.7 %,8,69.48,7.36,2.16,0.66,9,8.92,2,6.02,4,1,8.51,female,5.76
1.41, 99.0 %,10,83.05,8.81,3.19,1.14,6,4.52,5,3.37,2,4,6.15,male,4.33
4.37,,3,58.99,9.99,2.49,1.96,10,4.8,medium,1.95,5,3,8.06,,4.81
6.63,85.5%,5,86.92,8.94,1.88,1.9,,7.29,5,,4,2,1.85,F,4.82
5.53, 50.4 %,0,50.52,9.39,3.64,4.1,6,4.11,3,5.17,3,1,6.54,female,4.06
8.71,75.9%,1,86.96,8.74,4.79,,9,4.09,2,4.36,1,,3.63,Male,5.57
6.93,51.9%,7,79.83,9.48,1.51,1.37,3,7.96,3,,5,2,8.75,Male,5.37
2.47,78.5%,3,80.99,5.38,5.23,1.06,5,4.84,3,6.03,2,4,9.55,Female,4
1.64, 96.0 %,9,68.89,9.65,7.95,3.35,5,8.59,Low,1.59,3,1,1.5,Female,4
6.78,98.4%,6,80.02,6.98,7.75,4.12,10,6.13,,6.15,4,5,7.52,male,
1.24, 77.0 %,3,44.79,,6.8,4.84,8,8.37,2,2.62,4,1,1.93,Male,
6.27,72.9%,8,91.09,5.38,2.86,0.53,7,6.09,3,3.02,4,4,8.72,Female,4.99
9.46,97,8,43.33,8.58,1.16,2.36,2,6.65,low,,2,3,2.12,F,6.09
6.18,83.7%,3,48.92,8.68,6.83,3.8,2,5.58,4,5.32,5,4,2.76,female,4.28
4.49, 53.2 %,7,,9.98,1.39,4.23,7,7.29,medium,2.25,3,3,3.26,male,
6.79,73.3%,5,84.36,8.84,2.44,0.78,10,,3,4.54,4,5,7.55,male,4.91
5.12,,0,44.58,6.91,4.81,3.56,10,5.12,HIGH,3.78,1,4,3.63,Male,4
5.91, 73.5 %,6,95.25,7.79,2.25,1.8,4,4.41,1,0.82,5,4,,M,5.64
9.47,72.8%,0,98.42,6.83,6.84,0.84,6,4.29,HIGH,6.21,3,4,6.15,Female,6.08
4.47,,2,76.36,5.98,6.44,2.7,9,5.53,HIGH,5.75,3,4,4.62,male,4
,67.8%,7,,6.24,6.29,,,7.68,Low,5.44,4,3,5.86,female,
9.15,58,8,84.48,6.11,6.71,3.82,4,5.03,high,3.91,1,3,2.06,male,5.24
2.76, 75.2 %,,59.7,7.74,2.54,3.84,7,5.5,,1.55,4,2,8.89,female,
1.62, 91.5 %,0,69.6,9.53,6.1,,9,8.53,3,6.19,5,5,2.86,M,4
13.0492389869787, 83.2 %,0,94.97,9.56,3.49,2.2,1,1.86319042506,3,,2,5,8.92,,7.21
1.16, 66.9 %,6,97.34,5.27,,0.56,10,8.6,Low,0.14,5,3,5.67,M,
1.85,97,4,95.62,5.4,1.85,1.67,2,8.56,5,6.87,1,2,6.53,Male,4
7.15,96,,55.75,6.23,5.94,2.61,9,4.32,,6.03,2,2,3.32,male,
1.64,60.5%,5,53.95,6.28,7.8,3.62,5,8.78,medium,4.36,3,4,3,M,4
3.87, 52.0 %,5,57.86,5.47,1.31,2.22,4,4.26,4,0.09,4,2,5.42,Female,4
8.6, 87.1 %,,66.48,6.94,1.66,2.91,7,8.63,HIGH,1.59,,5,3.41,M,
1.21,91,6,58.85,7.94,1.87,2.86,5,6.73,2,3.16,4,1,4.81,M,4
8.33,98.4%,6,62.45,7.89,4.01,1.24,1,6.67,5,4.4,5,3,4.96,male,5.4
3.54,94,8,77.24,7.72,3.04,3.3,9,7.57,high,4.96,4,4,3.44,male,4
13.0611136183211,80,0,85.75,6.69,6.65,2.48,8,1.16639161925046,,5.52,2,2,3.63,Male,
7.27,76.5%,4,84.13,8.53,4.32,4.14,3,7.09,3,3.89,4,3,9.76,F,5.19
6.66, 51.4 %,9,88.87,9.13,4.39,3.61,10,6.13,4,4.59,1,3,6.29,female,5.53
8.9, 62.3 %,2,41.93,6.73,,1,3,4.56,HIGH,5.68,1,3,8.49,M,
7.62,73,6,42.86,5.43,3.53,2.7,3,7.95,HIGH,5.04,4,5,1.41,female,4.72
8.23,81,3,87.36,6.48,,3.66,7,4.64,4,6.68,3,,1.02,M,
3.54,78,3,71.98,5.69,6.3,0.89,2,7.63,medium,6.12,1,1,5.67,,4.32
,87.1%,0,74.69,7.34,,4.07,,6.64,medium,1.19,5,4,8.44,F,
7.76,64.0%,0,,5.78,1.1,1.5,4,5.93,high,6.63,4,2,,Male,
8.26,78,9,55.32,7.31,2.01,2.76,7,7.06,3,1.43,4,4,6.57,male,5.24
9.91, 54.4 %,1,78.3,6.11,2.49,4.73,8,7.86,1,6.94,1,5,2.25,Female,5.27
4.71,,1,91.55,8.69,3.46,3.07,5,8.71,,4.91,3,1,9.81,female,
4.35,87.5%,0,95.02,5.14,3.04,2.41,8,5.32,3,4.39,5,4,5.77,male,4.39
7.99,84.7%,7,70.03,7.77,5.68,0.53,4,8.74,2,2.27,1,2,1.92,M,5.11
4.07, 99.5 %,5,72.73,5.85,6.8,1.1,10,8.8,2,,1,4,4.73,,4
9.38,63.9%,5,89.98,5,2.34,3.1,2,8.07,HIGH,0.88,2,5,1.65,female,5.7
8.73, 74.9 %,9,72.26,9.35,4.94,2.72,,8.41,4,6.07,1,3,4.76,female,6.21
4.86,66,9,71.01,8.36,3.57,2.14,6,7.46,2,3.03,5,5,7.4,Female,4.63
7.76,72.0%,8,94.31,5.49,4.54,4.65,10,4.2,5,3.92,2,5,3.91,F,4.35
7.79,93,4,87.4,8.32,5.35,2,6,6.88,3,6.52,3,5,3.82,Male,6.35
1.93,84.2%,3,,8.06,7.26,2.92,7,7.74,HIGH,1.79,3,1,5.63,female,
9.12,94.1%,10,53.09,7.37,2.35,3.06,4,8.71,Low,5.35,1,4,5.49,,5.13
5.55,60,5,71.46,7.1,1.61,2.87,8,6.85,5,3.29,5,2,5.2,Female,4.34
14.2938200623879,94,,90.55,9.44,5.39,2.65,8,1.70486067879438,4,1.49,3,3,5.65,Female,
13.2493105837273,53.0%,0,,6.23,,2.02,7,1.59975723439997,high,5.97,5,3,1.43,M,
9.06,94,6,87.68,6.99,2.14,4.59,3,5.4,high,4.76,,1,5.27,M,5.62
14.7470764571724,,7,50.98,,,2.53,3,1.51712277185947,low,,2,2,,male,
1.1, 65.7 %,8,88.49,8.86,4.91,2.88,2,7.75,high,3.79,1,3,7.88,F,4.16
9.15,76,10,,9.58,3.1,3.45,7,5.17,1,5.96,,2,3.59,female,
1.82, 97.0 %,7,51.59,9.25,7.98,0.8,6,5.22,2,0.47,5,2,7.1,Female,4.01
3.87, 52.4 %,6,68.4,8.99,3.84,4.02,,7.22,medium,2.91,5,,3.97,female,4.7
, 67.6 %,2,80.91,9.93,2.49,2.81,,,1,5.64,1,1,2.72,M,
9.56,92.8%,1,78.03,8.49,5.4,3.46,4,6.91,high,6.01,2,5,7.96,F,5.5
6.16, 69.8 %,2,65.63,8.76,2.71,3.97,1,8.42,4,5.43,5,5,2.89,male,4.15
6.69, 60.0 %,3,93.96,,4.46,4.43,2,5.06,medium,2.14,4,3,8.73,,
5.04,71,3,71.16,5.03,4.38,2.26,7,5.26,medium,3.55,2,3,4.42,F,4
3.64, 69.3 %,5,70.35,8.17,4.17,4.15,5,7.18,medium,5.19,1,1,7.81,male,4
3.96,95.8%,6,43.74,8.69,6.57,1.66,10,8.15,5,1.07,3,4,3.34,F,4.28
,88.1%,3,95.33,9.59,2.52,3.47,3,6.7,Low,4.16,5,3,6.87,Male,
7.77,75,9,50.63,9.42,7.33,0.96,2,4.05,low,5.04,4,3,,F,5.04
,99.4%,5,71.7,9.21,6.54,0.59,3,7.38,low,5.95,3,2,1.2,Female,
8.11,73.3%,8,88.21,9.73,,0.93,4,,4,0.78,3,,8.33,male,
1.82, 52.9 %,5,52.93,7.69,2.26,1.94,10,5.38,Low,2.31,5,,8.71,,4
5.45, 63.1 %,2,71.64,5.03,2.96,0.64,10,4.27,medium,3.79,5,1,8.93,male,4.48
13.784109379161,,0,54.44,5.06,3.33,3.34,5,1.72707262778618,medium,4.91,3,5,1.33,M,5.82
,58,10,85.58,7.72,4.9,1.92,8,4.21,2,5.11,4,2,7.85,female,
4.97,97,9,73.86,7.18,1.32,3.81,9,6.08,HIGH,,2,4,8.52,Male,5.12
8.99, 88.3 %,9,91.36,7.26,7.4,0.71,2,4.09,high,,5,5,,Female,6.03
4.16,63.4%,4,93.67,7,1.69,1.48,3,5.12,medium,4.86,5,2,5.23,female,4
2.05, 79.5 %,9,78.92,9.59,2.95,2.34,4,5.94,4,6.36,1,4,4.67,male,4
2.29,86,,83.52,6.8,1.77,2.22,7,4.56,2,5.58,5,2,4.96,Male,
7.85,97.1%,2,72.95,9.28,2.8,1.09,6,4.57,1,4.36,1,4,8.62,female,5.23
6.56, 94.1 %,7,,9.51,6.86,4.97,6,8.14,1,6.84,3,3,4.76,female,
1.91, 75.8 %,9,78.89,7.5,5.31,1.78,10,4.21,2,3.03,4,4,3.72,F,4.4
1.76,89,0,94.5,7.23,2.59,3.74,7,7.44,5,3.68,1,5,2.17,male,4.25
7.31, 78.1 %,,,,7.1,,1,8.07,high,0.09,1,4,7.07,M,
,78,1,58.86,,6.6,4.45,8,4.65,high,6.62,2,1,1.76,female,
8.4,56,2,63.31,6.64,6.28,2.24,,,Low,,3,4,1.55,female,4.27
7.36,56.3%,2,,5.51,6.93,4.55,2,7.21,high,,1,2,7.13,F,
1.73,76.5%,7,44.41,,5.34,2.04,1,5.58,low,0.31,1,5,7.25,Female,
1.76, 63.4 %,4,69.91,5.66,4.51,0.54,4,6.38,low,2.54,3,3,2.79,female,4
9.88,51,7,69.66,6.47,3.62,2.83,2,8.18,3,0.03,,3,9.61,male,5.85
4.37,86,10,75.31,6.31,2.57,2.86,6,4.69,3,2.27,4,2,8.09,male,4.87
4.34,51.6%,10,61.77,8.19,4.9,1.04,3,7.1,5,6.66,3,,,Male,4.41
8.32,79.8%,5,76.79,,7.23,1.56,9,8.71,5,1.08,2,5,7.79,F,
9.53,,1,92.69,8.43,5.16,4.03,8,4.29,Low,3.82,2,2,4.71,male,6.69
9.87,98.4%,10,97.33,9.63,7.44,0.67,7,4.3,,1.31,4,5,5.1,female,
7.78, 74.2 %,3,75.02,8.92,3.5,2.7,7,6.77,Low,5.48,2,3,8.83,female,5.64
4.39,53,8,42.56,8.64,5.87,2.89,7,8.8,5,3.94,3,3,1.23,Male,4.45
1.75,77.6%,3,98.15,7.07,,3.6,5,5.1,,1.42,5,1,8.22,female,
7.99, 92.1 %,4,82.35,6.62,5.69,0.67,,5.65,Low,,2,2,5.03,M,6.02
6.03,100,4,60.16,9.23,5.52,3.14,4,4.49,high,5.49,3,4,5.18,,5.09
4.82, 71.5 %,9,48.83,9.53,2.55,0.51,5,5.81,HIGH,6.66,2,2,3.93,M,4.37
14.2433017550684, 66.0 %,7,48.61,7.26,2.01,1.69,3,2.20103964669491,HIGH,0,,5,6.46,M,6.9
2,95,5,,5.05,7.85,,3,5.95,5,3.2,1,3,7.08,Female,
5.43, 59.6 %,9,42.73,8.96,1.32,4.6,2,6.78,HIGH,7,5,1,2.45,female,4.69
1.1,80.8%,6,94.13,6.43,4.27,1.07,5,,4,5.68,1,2,6.09,Male,4
5.22,70.3%,5,72.45,5.05,3.98,1.26,2,8.09,Low,5.82,1,5,5.18,F,4
1.51,,4,82,9.02,3.52,3.51,10,8.11,Low,4.35,2,1,8.04,F,4
2.07, 67.4 %,4,89.69,7.59,,2.19,4,5.14,2,4.99,2,1,5.91,female,
2.06,63.3%,2,87.49,8.43,6.22,3.31,10,4.44,,5.64,4,1,4.87,male,
6.84, 84.3 %,6,92.96,9.57,7.34,4.99,1,7.02,5,0.65,,,5.76,M,5.36
7.71,97.4%,9,98.04,7.71,3.77,4.94,2,6.61,Low,4.85,1,5,5.42,female,4.96
6.25,63,4,66.34,7.52,4.95,2.09,1,6.58,1,5.71,4,1,9.42,male,5.29
9.66,,6,97.02,6.45,7.25,2.77,2,4.55,medium,0.29,2,3,3.81,Female,6.4
4.37, 52.8 %,1,83.4,6.53,7.96,4.57,4,6.47,5,2.08,4,3,,Male,4
3.57,76.9%,8,44.24,8.98,7.79,0.91,,4.75,2,2.27,1,3,6.96,female,4
8.82,54,7,80.91,7.25,6.02,2.54,6,6.11,3,5.98,4,,6.43,Male,5.04
3.01,96.7%,4,81.2,5.82,2,2.2,1,4.31,4,5.46,3,3,9.19,F,4
9.67,88.3%,1,94.35,5.47,1.16,1.83,3,8.28,2,4.59,5,5,2.06,,4.84
,83,5,62.38,7.36,6.78,4.97,2,4.07,high,5.63,1,4,5.7,M,
9.73,91,7,75.09,7.32,6.89,3.8,2,8.7,2,3.17,3,2,2.36,Female,5.86
1.39,,6,40.73,8.27,6.22,2.25,4,8.31,low,6.12,4,1,5.1,male,4
9.02,98,7,59.92,7.36,2.96,4.23,9,7.76,low,1.64,1,3,8.19,Female,5.2
5.75,85.7%,3,43.73,5.72,5.48,2.7,3,8.91,,4.93,4,2,8.72,female,
9.94, 96.2 %,2,71.31,,3.21,4.43,6,4.27,high,1.69,5,2,8.5,male,
1.66,75.9%,6,89.05,9.53,,1.7,10,7.21,3,0.28,5,,,M,
5.98, 55.9 %,1,52.39,5.8,3.68,1.51,,8.25,2,1.99,2,1,6.71,female,4
9.72,76.4%,4,71.65,8.45,7.4,1.61,10,4.63,5,3.45,3,4,5.96,female,6.36
5.71,56,6,52.24,7.97,2.64,2.92,5,6.92,Low,5.9,5,4,6.05,Male,4.09
6.66, 79.6 %,0,47.24,8.74,5.04,1.81,9,5.97,low,3.56,3,2,8.97,male,4
7.26,74,3,70.66,5.75,3.53,1.16,,6.18,5,1.25,4,2,2.88,Male,4
5.09, 81.1 %,1,44.75,9.71,5.64,4.98,8,8.56,5,6.95,3,1,4.95,male,4
6.65, 50.5 %,5,75.24,8.1,4.95,4.55,6,6.69,2,1.89,1,2,6.49,F,5.15
6.26,59.7%,0,41.88,,7.47,3.36,8,4.47,low,6.9,2,3,7.89,female,
9.11,74.6%,6,46.4,6.23,1.71,,2,8.69,4,6.55,3,4,7.86,M,4.88
1.41,97.5%,2,73,8.7,2.54,4.71,9,4.93,2,3.8,3,3,2.06,M,4
3.53,69.2%,0,75.48,8.91,6.36,3.54,1,8.46,HIGH,0.64,5,5,3,F,4.32
9.55,71,7,41.74,6.99,3.58,2.83,3,8.85,1,4.87,1,2,9.2,Male,5.08
9.01,85.7%,6,74.4,6.92,2.16,4.47,4,8.39,low,5.92,5,1,4.22,male,4.7
5.1,80.2%,1,90.31,8.29,4.52,3.06,6,7.39,Low,3.12,3,5,1.02,,4.53
6.58, 64.9 %,6,83.34,5.47,5.56,1.07,4,7.72,3,1.67,4,5,2.8,male,5.83
3.5,71,2,47.87,8.68,1.31,2.15,2,7.5,1,5.62,5,1,9.73,M,4
2.69,61,8,75.55,5.21,3.04,2.51,3,6.3,4,3.82,5,5,3.79,female,4
5.17, 98.3 %,7,80.34,5.95,6.67,4.71,3,5.37,Low,1.38,1,3,6.52,male,4.62
4.18, 56.5 %,4,42.23,8.32,,3.47,6,5.43,4,6.65,5,5,7.54,M,
6.25,68.6%,6,91.32,5.49,1.25,4.44,5,7.66,4,6.64,5,1,6.82,,4.86
,51,2,94.38,9.86,,3.91,5,7.13,1,2.57,2,4,4.4,,
9.77,61.1%,0,91.03,9.34,5.47,1.89,,6.92,high,0.45,3,2,4.87,female,5.2
9.88, 89.0 %,0,89.48,8.13,2.4,,4,7.26,4,4.42,1,1,8.54,Female,5.99
7.28,60.1%,10,84.7,9.1,6.79,1.38,9,7.87,4,2.22,5,3,6.97,Male,6.35
5.82,54,1,78.01,9.44,5.74,2.34,7,,1,0.46,3,3,1.21,,4.28
3.79,73.7%,7,80.72,,4.3,4.13,8,4.53,2,6.24,1,4,2.83,M,
8.32,50,0,88.38,9.25,7.41,3.25,4,5.82,medium,6.99,5,3,3.58,Male,5.61
7.16,,10,79.75,5.97,3.74,4.21,3,5.32,4,2.45,4,1,4.29,male,5.19
2.46,90.4%,,59.66,7.07,2.65,,1,6.69,1,5.21,,3,6.19,male,
9.2,89,8,62.56,7.79,5.63,3.87,9,4.31,,0.46,1,4,4.3,female,
8.4,96,8,93.82,8.57,5.01,1.41,9,7.81,HIGH,2.59,4,4,8.43,M,5.81
9.55,93,1,41.03,5.15,3.35,,2,4.53,2,0.76,1,5,5.26,M,4.31
15.9324200573357,84.2%,6,81.93,6.45,3.41,2.45,4,1.38800400549907,2,0.39,1,5,5.52,Male,7.51
6.52,,10,,8.04,3.79,3,4,7.91,Low,4.12,2,3,4.85,Male,
4.76,,0,82.37,6.79,3.04,1.11,1,4.26,2,5.61,4,,3.79,M,4.21
9.39, 92.3 %,2,99.63,8.88,5.97,2.13,2,,4,3.17,5,3,7.52,female,6.29
8.79,90.0%,5,,8.26,5.56,3.5,8,8.62,1,3.67,,3,3.07,female,
,75,8,42.06,6.17,4.09,3.01,6,7.09,medium,1.9,4,5,7.21,female,
1.24,62,,89.62,5.73,3.78,2.97,1,7.56,high,5.15,1,1,5.77,,
4.39,92,1,57.08,8.15,3.56,2.8,7,7.96,high,2.53,4,1,1.92,F,4
8.29,86.4%,6,66.76,7.25,2.98,4.75,,5.11,2,0.47,3,1,1.16,Male,5.65
9.89,99,3,58.73,5.84,1.6,4.71,6,,medium,1.16,4,5,2.52,F,4.76
2.35,,1,56.11,6.63,2.88,2.12,8,5.55,5,0.9,3,1,7.85,female,4
, 61.3 %,2,65.88,6.52,3.25,2.08,5,5.25,HIGH,3.05,2,1,4.46,M,
4.43, 60.6 %,5,62.73,5.54,4.83,3,2,4.96,5,0.46,1,5,8.24,F,4
9.73,90,9,78,7.73,6.42,0.93,4,6.93,2,5.65,5,2,5.52,Female,5.71
8.58, 59.3 %,8,88.79,8.82,3.77,1.86,8,7.97,HIGH,6.36,4,3,1.29,female,6.54
8.54, 53.3 %,7,57.83,7.88,7.61,1.54,8,8.38,5,1.74,2,3,8.61,male,4.72
5.22,100,,52.82,9.13,6.79,1.51,5,,1,3.4,4,2,9.43,Female,
4.73,51.2%,,80.01,5.64,7.89,3.37,6,5.86,,,2,4,1.67,Female,
3.46,91.8%,8,80.22,7.18,7.13,2.23,9,7.44,low,6.9,3,1,2.88,Male,4.41
1.51,68,3,94.07,8.05,,1.27,,7.9,high,0.46,2,2,,male,
8.78,92.1%,3,40.96,8.38,5.19,4.49,10,5.27,low,4.68,3,1,9.97,F,4
, 77.7 %,8,91.18,8.48,1.91,4.43,10,5.49,Low,2.42,2,2,8.89,F,
10,95,7,71.26,8.64,6.06,4.38,2,6.67,low,3.51,4,3,1.89,Female,6.92
12.5356488590483,96.3%,1,77.28,8.26,5.2,2.26,5,2.08467342536415,high,1.52,5,1,6.47,Female,5.68
6,50.5%,7,45.48,5.47,4.55,0.76,9,7.53,medium,1.12,1,5,6.99,Male,4.75
, 53.8 %,0,65.96,8.48,5.85,0.98,3,6.52,2,1.7,5,3,6.68,M,
9.5,63,8,53.64,8.62,4.11,1.74,6,4.56,2,0.5,2,3,6.11,F,5.45
8.65,83,8,55.25,9.97,4.67,1.49,4,4.83,high,1.95,3,3,,F,5.54
3.23, 94.4 %,7,70.25,8.47,3.79,4.43,4,8.51,5,4.83,4,1,7.02,F,4.42
5.05,73,10,88.75,8.43,6.02,4.94,3,5.14,low,4.56,1,4,7.56,F,6.05
2.16,80,4,84.63,7.57,7.14,4.18,10,4.25,1,3.88,1,2,6.18,F,4.01
15.6346744090842, 59.4 %,4,75.46,9.34,6.89,3.78,1,1.06639454366998,medium,0,4,2,5.47,M,7.2
6.46, 90.2 %,2,72.37,9.98,6.5,3.15,8,,high,0.88,2,5,2.97,male,5
3.06,98.4%,4,65.64,8.9,1.1,3.96,5,7,low,5.9,1,4,5.9,Male,4
7.05,63,3,98.36,8.06,,4.76,2,6.51,5,1.9,,3,2.15,female,
6.56, 74.7 %,0,73.61,5.39,2.92,3.21,1,8.85,1,6.39,2,2,1.65,,4.17
4.22,54.3%,8,55.24,8.63,7.22,1.2,1,4.6,3,6.12,4,1,,female,4.3
2.02,78,9,53.81,8.54,2.38,1.24,4,6.55,4,1.08,1,3,7.09,M,4
7.04,75.1%,3,76.68,8.88,4.08,3.13,4,6.82,2,6.29,5,3,6.84,male,5.18
5.68, 57.2 %,2,71.37,5.62,6.25,2,6,4.11,5,4.39,1,4,9.35,F,4
